id,Latitude,Longitude,Temperature,Salinity,Pressure,Time,argo_id,Cycle
3451,39.021,164.453,3.772,34.24,840.1,,1,
3452,39.021,164.453,3.742,34.247,859.2,,1,
3453,39.021,164.453,3.683,34.26,879.8,,1,
3454,39.021,164.453,3.599,34.275,899.5,,1,
3455,39.021,164.453,3.547,34.285,920.3,,1,
3456,39.021,164.453,3.45,34.298,940.9,,1,
3457,39.021,164.453,3.328,34.316,960.7,,1,
3458,39.021,164.453,3.282,34.327,979.6,,1,
3459,39.021,164.453,3.239,34.334,1000.7,,1,
3460,39.021,164.453,3.132,34.355,1050.4,,1,
3461,39.021,164.453,3.029,34.371,1100.1,,1,
3462,39.021,164.453,2.952,34.386,1149.5,,1,
3463,39.021,164.453,2.865,34.404,1199.9,,1,
3464,39.021,164.453,2.788,34.418,1250.6,,1,
3465,39.021,164.453,2.693,34.437,1301.0,,1,
3466,39.021,164.453,2.63,34.452,1349.8,,1,
3467,39.021,164.453,2.554,34.462,1400.1,,1,
3468,39.021,164.453,2.514,34.469,1450.4,,1,
3469,39.021,164.453,2.457,34.482,1500.4,,1,
3470,39.021,164.453,2.38,34.497,1550.1,,1,
3471,39.021,164.453,2.329,34.507,1600.8,,1,
3472,39.021,164.453,2.279,34.517,1650.6,,1,
3473,39.021,164.453,2.22,34.528,1700.1,,1,
3474,39.021,164.453,2.167,34.539,1750.2,,1,
3475,39.021,164.453,2.141,34.544,1800.4,,1,
3476,39.021,164.453,2.097,34.554,1850.4,,1,
3477,39.021,164.453,2.056,34.561,1900.8,,1,
3478,39.021,164.453,2.018,34.569,1950.5,,1,
3479,39.021,164.453,1.988,34.576,2000.6,,1,
3480,39.213,163.977,14.632,34.199,0.2,,1,
3481,39.213,163.977,14.506,34.224,5.8,,1,
3482,39.213,163.977,14.523,34.232,11.0,,1,
3483,39.213,163.977,14.583,34.253,15.5,,1,
3484,39.213,163.977,14.614,34.264,19.6,,1,
3485,39.213,163.977,14.594,34.26,24.5,,1,
3486,39.213,163.977,14.545,34.249,29.3,,1,
3487,39.213,163.977,14.522,34.245,34.2,,1,
3488,39.213,163.977,14.433,34.283,39.1,,1,
3489,39.213,163.977,14.175,34.302,45.5,,1,
3490,39.213,163.977,13.908,34.312,51.2,,1,
3491,39.213,163.977,13.326,34.314,55.8,,1,
3492,39.213,163.977,12.953,34.305,60.8,,1,
3493,39.213,163.977,12.844,34.304,66.0,,1,
3494,39.213,163.977,12.594,34.305,69.9,,1,
3495,39.213,163.977,12.497,34.3,75.3,,1,
3496,39.213,163.977,12.396,34.295,80.6,,1,
3497,39.213,163.977,12.276,34.292,84.7,,1,
3498,39.213,163.977,12.15,34.294,90.0,,1,
3499,39.213,163.977,12.092,34.292,95.3,,1,
3500,39.213,163.977,11.928,34.283,100.6,,1,
3501,39.213,163.977,11.844,34.28,104.6,,1,
3502,39.213,163.977,11.666,34.271,110.2,,1,
3503,39.213,163.977,11.57,34.265,114.5,,1,
3504,39.213,163.977,11.491,34.259,120.3,,1,
3505,39.213,163.977,11.448,34.257,124.7,,1,
3506,39.213,163.977,11.376,34.253,130.7,,1,
3507,39.213,163.977,11.309,34.246,135.2,,1,
3508,39.213,163.977,11.269,34.241,139.8,,1,
3509,39.213,163.977,11.184,34.233,144.4,,1,
3510,39.213,163.977,11.092,34.224,150.6,,1,
3511,39.213,163.977,11.027,34.221,155.3,,1,
3512,39.213,163.977,10.969,34.216,160.0,,1,
3513,39.213,163.977,10.94,34.213,164.7,,1,
3514,39.213,163.977,10.92,34.21,169.5,,1,
3515,39.213,163.977,10.854,34.206,174.4,,1,
3516,39.213,163.977,10.74,34.202,179.2,,1,
3517,39.213,163.977,10.614,34.192,185.6,,1,
3518,39.213,163.977,10.516,34.185,190.5,,1,
3519,39.213,163.977,10.385,34.173,195.2,,1,
3520,39.213,163.977,10.268,34.168,199.9,,1,
3521,39.213,163.977,10.071,34.152,210.7,,1,
3522,39.213,163.977,9.83,34.13,219.8,,1,
3523,39.213,163.977,9.641,34.116,230.1,,1,
3524,39.213,163.977,9.256,34.08,240.3,,1,
3525,39.213,163.977,9.032,34.056,250.4,,1,
3526,39.213,163.977,8.804,34.033,260.6,,1,
3527,39.213,163.977,8.64,34.018,269.8,,1,
3528,39.213,163.977,8.506,34.005,281.0,,1,
3529,39.213,163.977,8.338,33.992,290.7,,1,
3530,39.213,163.977,8.16,33.975,300.5,,1,
3531,39.213,163.977,7.957,33.957,310.5,,1,
3532,39.213,163.977,7.719,33.94,320.7,,1,
3533,39.213,163.977,7.608,33.93,330.7,,1,
3534,39.213,163.977,7.402,33.925,340.9,,1,
3535,39.213,163.977,7.34,33.927,350.0,,1,
3536,39.213,163.977,7.115,33.92,360.5,,1,
3537,39.213,163.977,6.902,33.908,370.1,,1,
3538,39.213,163.977,6.725,33.907,380.1,,1,
3539,39.213,163.977,6.586,33.907,390.4,,1,
3540,39.213,163.977,6.482,33.904,399.4,,1,
3541,39.213,163.977,6.313,33.902,410.0,,1,
3542,39.213,163.977,6.223,33.901,420.4,,1,
3543,39.213,163.977,6.087,33.904,430.6,,1,
3544,39.213,163.977,5.863,33.909,439.6,,1,
3545,39.213,163.977,5.743,33.916,450.2,,1,
3546,39.213,163.977,5.647,33.925,461.0,,1,
3547,39.213,163.977,5.581,33.929,470.4,,1,
3548,39.213,163.977,5.34,33.925,480.2,,1,
3549,39.213,163.977,5.256,33.926,490.2,,1,
3550,39.213,163.977,5.225,33.933,500.3,,1,
3551,39.213,163.977,5.148,33.95,520.4,,1,
3552,39.213,163.977,5.076,33.991,540.7,,1,
3553,39.213,163.977,4.972,34.01,559.6,,1,
3554,39.213,163.977,4.849,34.023,580.1,,1,
3555,39.213,163.977,4.705,34.03,600.4,,1,
3556,39.213,163.977,4.543,34.042,620.6,,1,
3557,39.213,163.977,4.382,34.061,639.5,,1,
3558,39.213,163.977,4.271,34.076,659.7,,1,
3559,39.213,163.977,4.192,34.099,680.0,,1,
3560,39.213,163.977,4.119,34.121,700.6,,1,
3561,39.213,163.977,4.095,34.157,721.0,,1,
3562,39.213,163.977,4.051,34.173,740.3,,1,
3563,39.213,163.977,3.974,34.186,759.7,,1,
3564,39.213,163.977,3.896,34.206,780.2,,1,
3565,39.213,163.977,3.872,34.211,800.5,,1,
3566,39.213,163.977,3.823,34.227,819.7,,1,
3567,39.213,163.977,3.77,34.24,839.1,,1,
3568,39.213,163.977,3.714,34.254,860.4,,1,
3569,39.213,163.977,3.632,34.269,879.8,,1,
3570,39.213,163.977,3.56,34.283,900.5,,1,
3571,39.213,163.977,3.475,34.29,920.2,,1,
3572,39.213,163.977,3.418,34.302,940.8,,1,
3573,39.213,163.977,3.361,34.314,960.7,,1,
3574,39.213,163.977,3.305,34.324,979.5,,1,
3575,39.213,163.977,3.245,34.335,1000.0,,1,
3576,39.213,163.977,3.127,34.355,1050.4,,1,
3577,39.213,163.977,3.025,34.376,1100.5,,1,
3578,39.213,163.977,2.915,34.4,1149.7,,1,
3579,39.213,163.977,2.827,34.417,1200.7,,1,
3580,39.213,163.977,2.74,34.429,1250.0,,1,
3581,39.213,163.977,2.693,34.443,1300.1,,1,
3582,39.213,163.977,2.622,34.453,1350.4,,1,
3583,39.213,163.977,2.561,34.465,1399.9,,1,
3584,39.213,163.977,2.508,34.475,1450.2,,1,
3585,39.213,163.977,2.449,34.485,1500.3,,1,
3586,39.213,163.977,2.389,34.497,1550.2,,1,
3587,39.213,163.977,2.349,34.505,1600.5,,1,
3588,39.213,163.977,2.285,34.517,1650.3,,1,
3589,39.213,163.977,2.247,34.525,1700.1,,1,
3590,39.213,163.977,2.21,34.531,1749.6,,1,
3591,39.213,163.977,2.167,34.54,1799.7,,1,
3592,39.213,163.977,2.125,34.548,1850.3,,1,
3593,39.213,163.977,2.077,34.558,1899.9,,1,
3594,39.213,163.977,2.029,34.568,1950.5,,1,
3595,39.213,163.977,2.001,34.573,2000.5,,1,
3596,39.476,163.96,15.849,34.148,0.5,,1,
3597,39.476,163.96,15.674,34.253,5.1,,1,
3598,39.476,163.96,15.651,34.253,9.8,,1,
3599,39.476,163.96,15.644,34.252,14.9,,1,
3600,39.476,163.96,15.232,34.244,21.2,,1,
3601,39.476,163.96,14.678,34.206,25.8,,1,
3602,39.476,163.96,13.991,34.176,30.7,,1,
3603,39.476,163.96,13.658,34.172,35.0,,1,
3604,39.476,163.96,13.459,34.191,40.8,,1,
3605,39.476,163.96,13.739,34.376,45.7,,1,
3606,39.476,163.96,13.702,34.399,50.7,,1,
3607,39.476,163.96,13.413,34.386,55.6,,1,
3608,39.476,163.96,13.283,34.405,60.7,,1,
3609,39.476,163.96,13.162,34.392,64.7,,1,
3610,39.476,163.96,12.953,34.373,70.2,,1,
3611,39.476,163.96,12.897,34.363,75.7,,1,
3612,39.476,163.96,12.808,34.351,79.7,,1,
3613,39.476,163.96,12.525,34.326,84.9,,1,
3614,39.476,163.96,12.332,34.319,90.3,,1,
3615,39.476,163.96,12.275,34.314,95.8,,1,
3616,39.476,163.96,12.224,34.311,99.8,,1,
3617,39.476,163.96,12.128,34.306,105.0,,1,
3618,39.476,163.96,12.042,34.298,110.0,,1,
3619,39.476,163.96,11.931,34.29,115.1,,1,
3620,39.476,163.96,11.826,34.282,120.0,,1,
3621,39.476,163.96,11.749,34.277,125.2,,1,
3622,39.476,163.96,11.69,34.272,130.6,,1,
3623,39.476,163.96,11.675,34.271,134.6,,1,
3624,39.476,163.96,11.561,34.263,140.2,,1,
3625,39.476,163.96,11.503,34.257,144.5,,1,
3626,39.476,163.96,11.365,34.251,150.3,,1,
3627,39.476,163.96,11.331,34.251,154.8,,1,
3628,39.476,163.96,11.286,34.249,159.3,,1,
3629,39.476,163.96,11.223,34.248,164.1,,1,
3630,39.476,163.96,11.195,34.248,170.6,,1,
3631,39.476,163.96,11.09,34.243,175.5,,1,
3632,39.476,163.96,11.072,34.241,179.0,,1,
3633,39.476,163.96,11.054,34.238,184.2,,1,
3634,39.476,163.96,11.028,34.232,189.4,,1,
3635,39.476,163.96,10.808,34.205,194.5,,1,
3636,39.476,163.96,10.608,34.187,199.6,,1,
3637,39.476,163.96,10.384,34.171,209.5,,1,
3638,39.476,163.96,10.339,34.166,219.3,,1,
3639,39.476,163.96,10.101,34.152,230.5,,1,
3640,39.476,163.96,9.945,34.142,239.8,,1,
3641,39.476,163.96,9.614,34.112,250.2,,1,
3642,39.476,163.96,9.307,34.085,260.3,,1,
3643,39.476,163.96,9.026,34.055,270.6,,1,
3644,39.476,163.96,8.796,34.037,279.4,,1,
3645,39.476,163.96,8.717,34.027,289.9,,1,
3646,39.476,163.96,8.512,34.011,300.5,,1,
3647,39.476,163.96,8.418,34.004,309.9,,1,
3648,39.476,163.96,8.153,33.986,320.5,,1,
3649,39.476,163.96,7.902,33.965,330.4,,1,
3650,39.476,163.96,7.735,33.961,339.9,,1,
3651,39.476,163.96,7.563,33.95,349.9,,1,
3652,39.476,163.96,7.292,33.927,360.0,,1,
3653,39.476,163.96,7.077,33.907,370.2,,1,
3654,39.476,163.96,6.898,33.895,380.4,,1,
3655,39.476,163.96,6.736,33.893,390.3,,1,
3656,39.476,163.96,6.51,33.883,399.9,,1,
3657,39.476,163.96,6.485,33.888,410.2,,1,
3658,39.476,163.96,6.385,33.899,420.5,,1,
3659,39.476,163.96,6.241,33.904,429.8,,1,
3660,39.476,163.96,6.055,33.904,439.5,,1,
3661,39.476,163.96,5.897,33.907,449.8,,1,
3662,39.476,163.96,5.8,33.911,460.5,,1,
3663,39.476,163.96,5.722,33.916,469.9,,1,
3664,39.476,163.96,5.688,33.916,479.4,,1,
3665,39.476,163.96,5.61,33.921,489.1,,1,
3666,39.476,163.96,5.519,33.939,499.0,,1,
3667,39.476,163.96,5.377,33.949,520.5,,1,
3668,39.476,163.96,5.124,33.962,540.7,,1,
3669,39.476,163.96,4.953,33.979,560.1,,1,
3670,39.476,163.96,4.848,34.005,580.0,,1,
3671,39.476,163.96,4.765,34.029,599.9,,1,
3672,39.476,163.96,4.602,34.037,619.5,,1,
3673,39.476,163.96,4.549,34.05,639.8,,1,
3674,39.476,163.96,4.431,34.081,660.0,,1,
3675,39.476,163.96,4.324,34.094,680.0,,1,
3676,39.476,163.96,4.252,34.122,700.2,,1,
3677,39.476,163.96,4.161,34.134,720.7,,1,
3678,39.476,163.96,4.073,34.167,740.4,,1,
3679,39.476,163.96,4.015,34.18,760.4,,1,
3680,39.476,163.96,3.923,34.2,779.6,,1,
3681,39.476,163.96,3.878,34.21,800.5,,1,
3682,39.476,163.96,3.823,34.226,820.2,,1,
3683,39.476,163.96,3.799,34.233,840.2,,1,
3684,39.476,163.96,3.71,34.255,859.2,,1,
3685,39.476,163.96,3.641,34.269,879.9,,1,
3686,39.476,163.96,3.593,34.277,900.0,,1,
3687,39.476,163.96,3.526,34.287,920.7,,1,
3688,39.476,163.96,3.449,34.295,940.6,,1,
3689,39.476,163.96,3.411,34.302,960.5,,1,
3690,39.476,163.96,3.364,34.311,980.1,,1,
3691,39.476,163.96,3.301,34.324,999.7,,1,
3692,39.476,163.96,3.191,34.343,1050.7,,1,
3693,39.476,163.96,3.053,34.37,1100.1,,1,
3694,39.476,163.96,2.941,34.395,1150.0,,1,
3695,39.476,163.96,2.872,34.409,1199.9,,1,
3696,39.476,163.96,2.767,34.422,1250.0,,1,
3697,39.476,163.96,2.712,34.437,1300.8,,1,
3698,39.476,163.96,2.65,34.448,1350.6,,1,
3699,39.476,163.96,2.584,34.46,1400.5,,1,
3700,39.476,163.96,2.511,34.474,1449.9,,1,
3701,39.476,163.96,2.467,34.482,1500.3,,1,
3702,39.476,163.96,2.416,34.492,1550.9,,1,
3703,39.476,163.96,2.357,34.503,1599.9,,1,
3704,39.476,163.96,2.313,34.512,1649.8,,1,
3705,39.476,163.96,2.255,34.524,1700.7,,1,
3706,39.476,163.96,2.191,34.536,1750.0,,1,
3707,39.476,163.96,2.156,34.542,1799.8,,1,
3708,39.476,163.96,2.109,34.552,1849.9,,1,
3709,39.476,163.96,2.065,34.561,1900.7,,1,
3710,39.476,163.96,2.036,34.566,1950.8,,1,
3711,39.476,163.96,2.006,34.572,2000.7,,1,
3712,39.66,164.248,15.871,34.344,1.4,,1,
3713,39.66,164.248,15.821,34.352,5.6,,1,
3714,39.66,164.248,15.783,34.349,10.7,,1,
3715,39.66,164.248,15.636,34.339,15.8,,1,
3716,39.66,164.248,15.37,34.333,20.1,,1,
3717,39.66,164.248,15.332,34.333,24.5,,1,
3718,39.66,164.248,14.953,34.344,30.6,,1,
3719,39.66,164.248,14.916,34.386,35.3,,1,
3720,39.66,164.248,14.624,34.365,40.1,,1,
3721,39.66,164.248,14.267,34.339,45.6,,1,
3722,39.66,164.248,14.07,34.366,50.3,,1,
3723,39.66,164.248,14.055,34.395,55.3,,1,
3724,39.66,164.248,13.842,34.43,60.4,,1,
3725,39.66,164.248,13.617,34.438,65.9,,1,
3726,39.66,164.248,13.396,34.437,70.2,,1,
3727,39.66,164.248,13.308,34.435,74.5,,1,
3728,39.66,164.248,13.011,34.436,80.5,,1,
3729,39.66,164.248,13.023,34.449,85.1,,1,
3730,39.66,164.248,12.951,34.458,89.9,,1,
3731,39.66,164.248,12.913,34.454,94.7,,1,
3732,39.66,164.248,12.898,34.457,99.4,,1,
3733,39.66,164.248,12.803,34.45,104.3,,1,
3734,39.66,164.248,12.708,34.439,109.2,,1,
3735,39.66,164.248,12.447,34.403,115.6,,1,
3736,39.66,164.248,12.326,34.394,120.4,,1,
3737,39.66,164.248,12.279,34.389,125.2,,1,
3738,39.66,164.248,12.148,34.374,129.9,,1,
3739,39.66,164.248,12.023,34.366,134.6,,1,
3740,39.66,164.248,11.983,34.366,139.3,,1,
3741,39.66,164.248,11.815,34.348,145.6,,1,
3742,39.66,164.248,11.65,34.341,150.2,,1,
3743,39.66,164.248,11.535,34.331,154.7,,1,
3744,39.66,164.248,11.489,34.326,159.4,,1,
3745,39.66,164.248,11.356,34.317,165.5,,1,
3746,39.66,164.248,11.298,34.313,170.2,,1,
3747,39.66,164.248,11.165,34.296,175.0,,1,
3748,39.66,164.248,11.055,34.283,179.8,,1,
3749,39.66,164.248,11.033,34.279,184.6,,1,
3750,39.66,164.248,10.896,34.261,189.4,,1,
3751,39.66,164.248,10.636,34.228,195.7,,1,
3752,39.66,164.248,10.611,34.221,200.3,,1,
3753,39.66,164.248,10.377,34.207,209.7,,1,
3754,39.66,164.248,10.193,34.189,220.7,,1,
3755,39.66,164.248,9.982,34.167,230.1,,1,
3756,39.66,164.248,9.804,34.15,239.6,,1,
3757,39.66,164.248,9.528,34.119,250.6,,1,
3758,39.66,164.248,8.761,33.996,260.1,,1,
3759,39.66,164.248,8.514,33.961,269.5,,1,
3760,39.66,164.248,8.312,33.934,280.6,,1,
3761,39.66,164.248,7.982,33.896,290.3,,1,
3762,39.66,164.248,7.834,33.888,300.0,,1,
3763,39.66,164.248,7.545,33.854,309.8,,1,
3764,39.66,164.248,7.371,33.838,319.6,,1,
3765,39.66,164.248,6.99,33.807,329.6,,1,
3766,39.66,164.248,7.102,33.845,340.3,,1,
3767,39.66,164.248,7.035,33.862,350.3,,1,
3768,39.66,164.248,6.937,33.855,360.5,,1,
3769,39.66,164.248,7.134,33.913,370.7,,1,
3770,39.66,164.248,6.776,33.88,380.1,,1,
3771,39.66,164.248,6.604,33.873,390.8,,1,
3772,39.66,164.248,6.461,33.875,400.3,,1,
3773,39.66,164.248,6.226,33.871,409.8,,1,
3774,39.66,164.248,5.878,33.846,419.5,,1,
3775,39.66,164.248,5.693,33.834,429.7,,1,
3776,39.66,164.248,5.669,33.862,440.2,,1,
3777,39.66,164.248,5.494,33.859,449.4,,1,
3778,39.66,164.248,5.677,33.914,459.1,,1,
3779,39.66,164.248,5.847,33.953,469.1,,1,
3780,39.66,164.248,5.728,33.957,479.3,,1,
3781,39.66,164.248,5.4,33.936,489.7,,1,
3782,39.66,164.248,5.263,33.934,500.3,,1,
3783,39.66,164.248,5.084,33.949,520.1,,1,
3784,39.66,164.248,4.96,33.965,539.9,,1,
3785,39.66,164.248,4.865,33.985,560.4,,1,
3786,39.66,164.248,4.836,34.018,579.6,,1,
3787,39.66,164.248,4.716,34.037,600.0,,1,
3788,39.66,164.248,4.617,34.055,619.6,,1,
3789,39.66,164.248,4.516,34.073,640.1,,1,
3790,39.66,164.248,4.427,34.09,660.5,,1,
3791,39.66,164.248,4.327,34.117,680.2,,1,
3792,39.66,164.248,4.258,34.138,700.0,,1,
3793,39.66,164.248,4.23,34.145,720.1,,1,
3794,39.66,164.248,4.111,34.163,740.2,,1,
3795,39.66,164.248,4.016,34.182,760.3,,1,
3796,39.66,164.248,3.934,34.197,779.5,,1,
3797,39.66,164.248,3.865,34.218,800.7,,1,
3798,39.66,164.248,3.804,34.235,819.5,,1,
3799,39.66,164.248,3.754,34.245,840.5,,1,
3800,39.66,164.248,3.691,34.255,860.3,,1,
3801,39.66,164.248,3.62,34.268,880.4,,1,
3802,39.66,164.248,3.568,34.276,900.1,,1,
3803,39.66,164.248,3.503,34.287,920.6,,1,
3804,39.66,164.248,3.438,34.301,940.1,,1,
3805,39.66,164.248,3.383,34.31,960.3,,1,
3806,39.66,164.248,3.33,34.32,979.5,,1,
3807,39.66,164.248,3.27,34.33,1000.6,,1,
3808,39.66,164.248,3.127,34.354,1049.9,,1,
3809,39.66,164.248,3.047,34.37,1099.7,,1,
3810,39.66,164.248,2.946,34.389,1150.0,,1,
3811,39.66,164.248,2.891,34.401,1200.2,,1,
3812,39.66,164.248,2.818,34.415,1250.9,,1,
3813,39.66,164.248,2.748,34.43,1300.2,,1,
3814,39.66,164.248,2.671,34.444,1349.6,,1,
3815,39.66,164.248,2.6,34.459,1400.6,,1,
3816,39.66,164.248,2.556,34.467,1450.0,,1,
3817,39.66,164.248,2.494,34.478,1500.8,,1,
3818,39.66,164.248,2.429,34.49,1549.8,,1,
3819,39.66,164.248,2.378,34.5,1600.0,,1,
3820,39.66,164.248,2.325,34.51,1649.9,,1,
3821,39.66,164.248,2.273,34.518,1700.0,,1,
3822,39.66,164.248,2.227,34.528,1750.1,,1,
3823,39.66,164.248,2.188,34.536,1799.7,,1,
3824,39.66,164.248,2.159,34.543,1850.6,,1,
3825,39.66,164.248,2.127,34.55,1900.2,,1,
3826,39.66,164.248,2.089,34.557,1950.8,,1,
3827,39.66,164.248,2.047,34.566,2002.3,,1,
3828,39.625,164.736,16.068,34.508,0.0,,1,
3829,39.625,164.736,16.138,34.446,5.5,,1,
3830,39.625,164.736,16.144,34.446,9.4,,1,
3831,39.625,164.736,16.142,34.446,13.4,,1,
3832,39.625,164.736,16.141,34.446,19.7,,1,
3833,39.625,164.736,16.14,34.445,24.4,,1,
3834,39.625,164.736,16.143,34.446,28.7,,1,
3835,39.625,164.736,16.131,34.444,35.7,,1,
3836,39.625,164.736,16.127,34.443,39.5,,1,
3837,39.625,164.736,16.122,34.436,44.3,,1,
3838,39.625,164.736,15.205,34.442,49.6,,1,
3839,39.625,164.736,14.266,34.538,55.3,,1,
3840,39.625,164.736,14.035,34.534,61.1,,1,
3841,39.625,164.736,13.754,34.524,66.1,,1,
3842,39.625,164.736,13.661,34.513,69.9,,1,
3843,39.625,164.736,13.457,34.499,75.1,,1,
3844,39.625,164.736,13.181,34.467,80.5,,1,
3845,39.625,164.736,13.089,34.461,85.1,,1,
3846,39.625,164.736,12.986,34.463,90.4,,1,
3847,39.625,164.736,12.849,34.469,96.1,,1,
3848,39.625,164.736,12.782,34.463,99.8,,1,
3849,39.625,164.736,12.649,34.453,105.2,,1,
3850,39.625,164.736,12.531,34.443,110.4,,1,
3851,39.625,164.736,12.478,34.435,114.0,,1,
3852,39.625,164.736,12.436,34.434,119.3,,1,
3853,39.625,164.736,12.344,34.426,124.7,,1,
3854,39.625,164.736,12.262,34.418,130.0,,1,
3855,39.625,164.736,12.183,34.412,135.2,,1,
3856,39.625,164.736,12.167,34.411,138.8,,1,
3857,39.625,164.736,12.139,34.406,144.0,,1,
3858,39.625,164.736,12.014,34.39,149.2,,1,
3859,39.625,164.736,11.968,34.381,154.2,,1,
3860,39.625,164.736,11.608,34.324,160.7,,1,
3861,39.625,164.736,11.318,34.273,165.3,,1,
3862,39.625,164.736,10.821,34.209,169.9,,1,
3863,39.625,164.736,10.475,34.163,174.5,,1,
3864,39.625,164.736,10.118,34.112,180.6,,1,
3865,39.625,164.736,9.838,34.096,185.1,,1,
3866,39.625,164.736,9.699,34.082,189.5,,1,
3867,39.625,164.736,9.516,34.051,195.5,,1,
3868,39.625,164.736,9.281,34.02,199.9,,1,
3869,39.625,164.736,9.099,34.0,210.3,,1,
3870,39.625,164.736,8.924,33.989,219.3,,1,
3871,39.625,164.736,8.774,33.987,230.2,,1,
3872,39.625,164.736,8.474,33.956,239.5,,1,
3873,39.625,164.736,8.303,33.947,249.1,,1,
3874,39.625,164.736,8.043,33.913,260.2,,1,
3875,39.625,164.736,7.531,33.854,269.8,,1,
3876,39.625,164.736,7.402,33.84,280.0,,1,
3877,39.625,164.736,7.099,33.822,290.8,,1,
3878,39.625,164.736,7.061,33.825,300.2,,1,
3879,39.625,164.736,7.059,33.841,309.8,,1,
3880,39.625,164.736,7.453,33.945,320.0,,1,
3881,39.625,164.736,7.224,33.927,329.3,,1,
3882,39.625,164.736,7.139,33.935,340.1,,1,
3883,39.625,164.736,6.518,33.863,350.6,,1,
3884,39.625,164.736,6.047,33.814,359.7,,1,
3885,39.625,164.736,5.819,33.801,370.0,,1,
3886,39.625,164.736,5.753,33.828,380.3,,1,
3887,39.625,164.736,5.81,33.873,390.7,,1,
3888,39.625,164.736,5.804,33.872,399.7,,1,
3889,39.625,164.736,5.71,33.864,410.1,,1,
3890,39.625,164.736,5.721,33.907,419.4,,1,
3891,39.625,164.736,5.939,33.972,430.0,,1,
3892,39.625,164.736,5.816,33.973,440.4,,1,
3893,39.625,164.736,5.667,33.99,450.6,,1,
3894,39.625,164.736,5.551,33.999,460.9,,1,
3895,39.625,164.736,5.453,34.008,470.6,,1,
3896,39.625,164.736,5.381,34.009,479.9,,1,
3897,39.625,164.736,5.209,34.001,490.1,,1,
3898,39.625,164.736,5.079,33.982,499.3,,1,
3899,39.625,164.736,4.715,33.979,520.2,,1,
3900,39.625,164.736,4.632,33.995,539.8,,1,
3901,39.625,164.736,4.618,34.022,559.5,,1,
3902,39.625,164.736,4.563,34.038,580.4,,1,
3903,39.625,164.736,4.503,34.067,600.3,,1,
3904,39.625,164.736,4.424,34.092,620.8,,1,
3905,39.625,164.736,4.31,34.118,639.9,,1,
3906,39.625,164.736,4.225,34.133,660.0,,1,
3907,39.625,164.736,4.151,34.149,679.7,,1,
3908,39.625,164.736,4.068,34.17,699.9,,1,
3909,39.625,164.736,3.992,34.189,719.4,,1,
3910,39.625,164.736,3.939,34.196,739.7,,1,
3911,39.625,164.736,3.895,34.207,760.6,,1,
3912,39.625,164.736,3.854,34.218,780.9,,1,
3913,39.625,164.736,3.805,34.23,799.6,,1,
3914,39.625,164.736,3.73,34.248,820.9,,1,
3915,39.625,164.736,3.694,34.256,840.6,,1,
3916,39.625,164.736,3.659,34.264,860.2,,1,
3917,39.625,164.736,3.606,34.275,880.8,,1,
3918,39.625,164.736,3.562,34.282,899.9,,1,
3919,39.625,164.736,3.509,34.29,920.8,,1,
3920,39.625,164.736,3.447,34.301,940.5,,1,
3921,39.625,164.736,3.407,34.308,959.6,,1,
3922,39.625,164.736,3.357,34.315,980.4,,1,
3923,39.625,164.736,3.29,34.325,1000.1,,1,
3924,39.625,164.736,3.172,34.345,1050.7,,1,
3925,39.625,164.736,3.094,34.362,1099.8,,1,
3926,39.625,164.736,2.983,34.382,1149.3,,1,
3927,39.625,164.736,2.893,34.4,1199.9,,1,
3928,39.625,164.736,2.824,34.413,1250.7,,1,
3929,39.625,164.736,2.741,34.429,1300.4,,1,
3930,39.625,164.736,2.644,34.45,1350.2,,1,
3931,39.625,164.736,2.547,34.464,1399.8,,1,
3932,39.625,164.736,2.497,34.472,1450.8,,1,
3933,39.625,164.736,2.435,34.485,1499.4,,1,
3934,39.625,164.736,2.384,34.494,1549.7,,1,
3935,39.625,164.736,2.335,34.504,1600.1,,1,
3936,39.625,164.736,2.282,34.516,1650.5,,1,
3937,39.625,164.736,2.236,34.525,1700.7,,1,
3938,39.625,164.736,2.201,34.533,1750.4,,1,
3939,39.625,164.736,2.162,34.542,1800.9,,1,
3940,39.625,164.736,2.127,34.549,1849.6,,1,
3941,39.625,164.736,2.091,34.556,1900.5,,1,
3942,39.625,164.736,2.064,34.562,1950.6,,1,
3943,39.964,165.276,16.16,34.258,0.7,,1,
3944,39.964,165.276,16.157,34.262,5.4,,1,
3945,39.964,165.276,16.16,34.261,10.3,,1,
3946,39.964,165.276,16.157,34.261,15.5,,1,
3947,39.964,165.276,16.153,34.26,19.8,,1,
3948,39.964,165.276,16.153,34.252,24.5,,1,
3949,39.964,165.276,15.615,34.213,30.6,,1,
3950,39.964,165.276,14.631,34.097,35.7,,1,
3951,39.964,165.276,12.708,33.989,40.5,,1,
3952,39.964,165.276,11.89,33.96,45.5,,1,
3953,39.964,165.276,11.282,33.975,50.8,,1,
3954,39.964,165.276,11.044,33.979,54.9,,1,
3955,39.964,165.276,10.757,33.984,60.3,,1,
3956,39.964,165.276,10.051,33.974,65.9,,1,
3957,39.964,165.276,9.947,34.012,71.0,,1,
3958,39.964,165.276,10.095,34.087,75.8,,1,
3959,39.964,165.276,10.178,34.122,81.0,,1,
3960,39.964,165.276,10.118,34.127,85.0,,1,
3961,39.964,165.276,10.028,34.126,90.4,,1,
3962,39.964,165.276,9.972,34.122,94.6,,1,
3963,39.964,165.276,9.845,34.113,100.4,,1,
